id,timestamp,longitude,latitude
9,1426928444,4.84036666666667,45.77013
9,1426928589,4.84091,45.7708216666667
9,1426928650,4.84096166666667,45.7701983333333
9,1426929123,4.84218666666667,45.77071
9,1426929183,4.84067,45.7707766666667
9,1426929243,4.84085666666667,45.7704533333333
9,1426929303,4.84034666666667,45.7709283333333
9,1426929363,4.84054166666667,45.7709233333333
9,1426929530,4.838495,45.7694333333333
9,1426929590,4.83779833333333,45.770875
9,1426929650,4.83834666666667,45.7708116666667
9,1426929727,4.83848166666667,45.7707883333333
9,1426929787,4.83764333333333,45.7708783333333
9,1426929847,4.837015,45.7710083333333
9,1426930123,4.83763166666667,45.7705866666667
9,1426930183,4.83808166666667,45.770895
9,1426930243,4.83849666666667,45.7705183333333
9,1426930325,4.84012833333333,45.7703983333333
9,1426930385,4.84069,45.7707583333333
9,1426930445,4.84156166666667,45.77089
9,1426930800,4.84007833333333,45.7707366666667
9,1426930860,4.840945,45.7708416666667
9,1426930920,4.84055833333333,45.7709016666667
9,1426930980,4.840925,45.77087
9,1426931040,4.84061,45.7708733333333
9,1426931100,4.84055666666667,45.7708166666667
9,1426931160,4.84109666666667,45.77083
9,1426935411,4.840945,45.77073
9,1426936075,4.84149833333333,45.77052
9,1426936135,4.84057333333333,45.7711683333333
9,1426936195,4.84076166666667,45.7710883333333
9,1426936255,4.84063833333333,45.771015
9,1426938085,4.84081333333333,45.7708233333333
9,1426938145,4.84044833333333,45.7709533333333
9,1426938205,4.84019833333333,45.7709266666667
9,1426938309,4.84107666666667,45.7707533333333
9,1426938369,4.840875,45.7705483333333
9,1426938429,4.84060833333333,45.7708466666667
9,1426938491,4.84002333333333,45.77067
9,1427029041,4.84157666666667,45.7703616666667
9,1427029101,4.841055,45.7706283333333
9,1427029161,4.840795,45.77078
9,1427029221,4.84099333333333,45.77072
9,1427029281,4.84181166666667,45.7710483333333
9,1427029341,4.84092833333333,45.7706533333333
9,1427029401,4.841015,45.7707566666667
9,1427029461,4.84089,45.77078
9,1427029579,4.84069,45.7708533333333
9,1427029639,4.84060333333333,45.770885
9,1427029699,4.8412,45.7709566666667
9,1427029759,4.840535,45.7703366666667
9,1427029819,4.84135833333333,45.771215
9,1427031690,4.84078666666667,45.7709966666667
9,1427031771,4.84089833333333,45.77066
9,1427031831,4.8409,45.7707533333333
9,1427031891,4.84123666666667,45.77087
9,1427031951,4.841085,45.770725
9,1427032011,4.84092833333333,45.7707383333333
9,1427032071,4.84137833333333,45.7708
9,1427032131,4.84096833333333,45.7708983333333
9,1427032191,4.84063833333333,45.7707566666667
9,1427032251,4.84058833333333,45.7708366666667
9,1427032311,4.8414,45.7707083333333
9,1427032371,4.84136833333333,45.7708116666667
9,1427032431,4.84069,45.77075
9,1427032491,4.84270166666667,45.77131
9,1427032551,4.840905,45.7708383333333
9,1427034314,4.840975,45.7708116666667
9,1427034374,4.84108333333333,45.7706983333333
9,1427041932,4.84075166666667,45.7705216666667
9,1427043468,4.84057833333333,45.7709033333333
9,1427043611,4.84069833333333,45.7711066666667
9,1427043692,4.84109333333333,45.7709233333333
9,1427043752,4.84066166666667,45.7708116666667
9,1427043812,4.841335,45.7707766666667
9,1427044821,4.84083833333333,45.7710466666667
9,1427044881,4.84096833333333,45.7706333333333
9,1427044941,4.84080333333333,45.770645
9,1427045030,4.84076,45.7709133333333
9,1427045090,4.84137833333333,45.7709466666667
9,1427265449,4.84159333333333,45.7707883333333
9,1427265509,4.84103166666667,45.7707
9,1427265569,4.84141,45.7710616666667
9,1427265629,4.841535,45.771105
9,1427265689,4.84103666666667,45.7709416666667
